CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Quarter,Year,Date_Leave
708360108,Existing Customer,50,M,College,Single,$40K - $60K,Blue,41,3,1,1,2800,1338,90,none,2018,"none,2018"
708361833,Existing Customer,44,M,Graduate,Married,$80K - $120K,Gold,36,3,2,3,19430,0,80,none,2018,"none,2018"
708361833,Existing Customer,44,M,Graduate,Married,$80K - $120K,Gold,48,3,4,3,19430,1289,45,none,2019,"none,2019"
708367908,Existing Customer,56,F,High School,Married,Less than $40K,Blue,59,6,6,2,3022,975,86,none,2019,"none,2019"
708367908,Existing Customer,56,F,High School,Married,Less than $40K,Blue,47,6,1,2,3022,1627,82,none,2018,"none,2018"
708369633,Attrited Customer,55,F,Graduate,Married,$60K - $80K,Gold,36,6,3,2,15487,1847,67,Q4,2018,"Q4,2018"
708371733,Existing Customer,41,F,High School,Married,Less than $40K,Silver,27,1,2,2,4662,686,33,none,2019,"none,2019"
708371733,Existing Customer,41,F,High School,Married,Less than $40K,Silver,15,1,1,2,4662,0,81,none,2018,"none,2018"
708373083,Attrited Customer,60,F,College,Married,$40K - $60K,Blue,30,1,3,4,3356,2517,39,Q2,2018,"Q2,2018"
708375858,Existing Customer,47,F,High School,Divorced,$40K - $60K,Blue,36,5,4,2,2776,1341,68,none,2018,"none,2018"
708375858,Existing Customer,47,F,High School,Divorced,$40K - $60K,Blue,48,5,1,2,2776,1197,59,none,2019,"none,2019"
708376983,Attrited Customer,58,F,Graduate,Single,$40K - $60K,Silver,50,5,2,2,8513,799,37,Q4,2018,"Q4,2018"
708378108,Existing Customer,39,F,High School,Married,$40K - $60K,Blue,36,5,3,2,2147,771,76,none,2018,"none,2018"
708378108,Existing Customer,39,F,High School,Married,$40K - $60K,Blue,48,5,5,2,2147,498,85,none,2019,"none,2019"
708382083,Existing Customer,49,M,High School,Married,Less than $40K,Blue,48,6,1,2,2292,492,72,none,2019,"none,2019"
708382083,Existing Customer,49,M,High School,Married,Less than $40K,Blue,36,6,2,2,2292,0,60,none,2018,"none,2018"
708384033,Attrited Customer,45,F,High School,Married,$40K - $60K,Blue,35,3,3,3,2745,2463,39,Q4,2018,"Q4,2018"
708385533,Attrited Customer,49,F,Graduate,Married,$40K - $60K,Silver,36,2,3,3,11059,0,80,Q3,2018,"Q3,2018"
708386958,Attrited Customer,47,F,High School,Married,Less than $40K,Blue,34,3,3,2,1561,0,28,Q2,2018,"Q2,2018"
708387933,Existing Customer,49,F,College,Married,$40K - $60K,Silver,49,2,3,2,5500,1351,39,none,2019,"none,2019"
708387933,Existing Customer,49,F,College,Married,$40K - $60K,Silver,37,2,1,2,5500,0,110,none,2018,"none,2018"
708390633,Attrited Customer,52,F,Graduate,Married,Less than $40K,Blue,56,5,6,3,2421,923,33,Q3,2019,"Q3,2019"
708390633,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,44,5,5,3,2421,2312,69,none,2018,"none,2018"
708393633,Existing Customer,41,F,High School,Married,$40K - $60K,Blue,43,4,2,4,2685,1464,72,none,2019,"none,2019"
708393633,Existing Customer,41,F,High School,Married,$40K - $60K,Blue,31,4,2,4,2685,1647,94,none,2018,"none,2018"
708394908,Existing Customer,44,M,High School,Single,Less than $40K,Blue,45,5,1,3,2337,1359,50,none,2019,"none,2019"
708394908,Existing Customer,44,M,High School,Single,Less than $40K,Blue,33,5,1,3,2337,1442,65,none,2018,"none,2018"
708396033,Existing Customer,45,F,High School,Married,Less than $40K,Blue,39,1,1,2,2490,257,85,none,2019,"none,2019"
708396033,Existing Customer,45,F,High School,Married,Less than $40K,Blue,27,1,2,2,2490,1059,101,none,2018,"none,2018"
708397008,Existing Customer,54,F,College,Married,$40K - $60K,Blue,43,3,2,3,3805,821,67,none,2018,"none,2018"
708397008,Existing Customer,54,F,College,Married,$40K - $60K,Blue,55,3,6,3,3805,518,54,none,2019,"none,2019"
708398283,Existing Customer,37,F,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394,885,32,none,2018,"none,2018"
708398283,Existing Customer,37,F,Graduate,Married,$40K - $60K,Blue,41,5,2,2,4394,1430,65,none,2019,"none,2019"
708399858,Existing Customer,45,F,High School,Married,$40K - $60K,Blue,47,2,3,1,2548,1045,60,none,2019,"none,2019"
708399858,Existing Customer,45,F,High School,Married,$40K - $60K,Blue,35,2,2,1,2548,2250,77,none,2018,"none,2018"
708402333,Existing Customer,48,F,College,Divorced,Less than $40K,Silver,49,6,4,0,4549,637,73,none,2019,"none,2019"
708402333,Existing Customer,48,F,College,Divorced,Less than $40K,Silver,37,6,2,0,4549,1313,88,none,2018,"none,2018"
708403308,Existing Customer,37,M,Graduate,Single,$40K - $60K,Silver,24,3,1,3,15133,1663,68,none,2018,"none,2018"
708403308,Existing Customer,37,M,Graduate,Single,$40K - $60K,Silver,36,3,6,3,15133,332,45,none,2019,"none,2019"
708404883,Existing Customer,45,F,Graduate,Married,$80K - $120K,Gold,37,4,2,4,27804,0,57,none,2018,"none,2018"
708404883,Existing Customer,45,F,Graduate,Married,$80K - $120K,Gold,49,4,3,4,27804,375,44,none,2019,"none,2019"
708406083,Existing Customer,35,F,College,Married,$40K - $60K,Blue,24,5,3,1,3436,2493,90,none,2018,"none,2018"
708406083,Existing Customer,35,F,College,Married,$40K - $60K,Blue,36,5,1,1,3436,1339,41,none,2019,"none,2019"
708412758,Attrited Customer,55,F,Graduate,Married,Less than $40K,Blue,36,5,2,3,1457,0,45,Q1,2018,"Q1,2018"
708414033,Existing Customer,50,M,Graduate,Married,Less than $40K,Blue,50,6,1,3,2845,668,56,none,2019,"none,2019"
708414033,Existing Customer,50,M,Graduate,Married,Less than $40K,Blue,38,6,3,3,2845,1153,66,none,2018,"none,2018"
708416433,Attrited Customer,60,F,High School,Single,Less than $40K,Blue,36,4,3,2,2372,0,41,Q4,2018,"Q4,2018"
708419733,Attrited Customer,47,M,College,Married,$60K - $80K,Gold,39,5,3,2,22599,0,55,Q3,2018,"Q3,2018"
708421833,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,48,6,5,2,3342,879,85,none,2019,"none,2019"
708421833,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,36,6,3,2,3342,2517,30,none,2018,"none,2018"
708423933,Existing Customer,51,M,Graduate,Single,$40K - $60K,Silver,40,3,2,0,6103,0,64,none,2018,"none,2018"
708423933,Attrited Customer,51,M,Graduate,Single,$40K - $60K,Silver,52,3,1,0,6103,571,90,Q1,2019,"Q1,2019"
708426483,Attrited Customer,56,F,Graduate,Single,$40K - $60K,Silver,48,4,4,1,5816,242,64,Q3,2019,"Q3,2019"
708426483,Existing Customer,56,F,Graduate,Single,$40K - $60K,Silver,36,4,6,1,5816,716,73,none,2018,"none,2018"
708427908,Existing Customer,52,F,College,Divorced,$40K - $60K,Blue,39,6,3,1,2035,1343,86,none,2018,"none,2018"
708427908,Existing Customer,52,F,College,Divorced,$40K - $60K,Blue,51,6,4,1,2035,1356,50,none,2019,"none,2019"
708428958,Existing Customer,39,M,Post-Graduate,Single,$80K - $120K,Platinum,33,1,3,2,34516,0,113,none,2018,"none,2018"
708428958,Existing Customer,39,M,Post-Graduate,Single,$80K - $120K,Platinum,45,1,5,2,34516,902,50,none,2019,"none,2019"
708431433,Existing Customer,41,M,Graduate,Married,$60K - $80K,Silver,31,3,3,2,11789,1420,32,none,2018,"none,2018"
708431433,Existing Customer,41,M,Graduate,Married,$60K - $80K,Silver,43,3,0,2,11789,1445,78,none,2019,"none,2019"
708433683,Existing Customer,54,M,Graduate,Married,$40K - $60K,Blue,37,3,2,3,3164,2201,86,none,2018,"none,2018"
708433683,Existing Customer,54,M,Graduate,Married,$40K - $60K,Blue,49,3,5,3,3164,327,38,none,2019,"none,2019"
708434733,Existing Customer,56,M,Graduate,Married,$60K - $80K,Silver,50,6,3,3,6735,2289,28,none,2018,"none,2018"
708434733,Existing Customer,56,M,Graduate,Married,$60K - $80K,Silver,62,6,0,3,6735,730,62,none,2019,"none,2019"
708438033,Existing Customer,36,F,College,Married,Less than $40K,Blue,27,3,3,4,3049,2198,48,none,2018,"none,2018"
708438033,Existing Customer,36,F,College,Married,Less than $40K,Blue,39,3,5,4,3049,459,74,none,2019,"none,2019"
708442158,Existing Customer,51,F,High School,Married,$40K - $60K,Silver,38,3,2,4,6182,1516,61,none,2018,"none,2018"
708442158,Existing Customer,51,F,High School,Married,$40K - $60K,Silver,50,3,2,4,6182,1263,55,none,2019,"none,2019"
708445608,Existing Customer,48,M,College,Married,$40K - $60K,Blue,37,4,3,3,3305,2517,57,none,2018,"none,2018"
708445608,Existing Customer,48,M,College,Married,$40K - $60K,Blue,49,4,4,3,3305,623,75,none,2019,"none,2019"
708446808,Existing Customer,33,M,High School,Married,Less than $40K,Blue,48,4,0,2,2946,807,68,none,2019,"none,2019"
708446808,Existing Customer,33,M,High School,Married,Less than $40K,Blue,36,4,3,2,2946,1359,48,none,2018,"none,2018"
708447858,Existing Customer,59,F,Graduate,Married,Less than $40K,Blue,48,6,0,2,3850,693,60,none,2019,"none,2019"
708447858,Existing Customer,59,F,Graduate,Married,Less than $40K,Blue,36,6,3,2,3850,0,117,none,2018,"none,2018"
708450033,Existing Customer,43,F,High School,Divorced,$40K - $60K,Blue,25,6,0,1,2605,624,58,none,2019,"none,2019"
708450033,Existing Customer,43,F,High School,Divorced,$40K - $60K,Blue,13,6,2,1,2605,2269,79,none,2018,"none,2018"
708451233,Existing Customer,46,F,Graduate,Divorced,Less than $40K,Silver,48,5,5,4,5090,964,77,none,2019,"none,2019"
708451233,Existing Customer,46,F,Graduate,Divorced,Less than $40K,Silver,36,5,3,4,5090,1650,72,none,2018,"none,2018"
708453408,Existing Customer,40,M,College,Divorced,$80K - $120K,Gold,31,6,2,3,16050,0,62,none,2018,"none,2018"
708453408,Existing Customer,40,M,College,Divorced,$80K - $120K,Gold,43,6,2,3,16050,743,74,none,2019,"none,2019"
708455883,Attrited Customer,57,M,Graduate,Single,$60K - $80K,Silver,36,2,3,2,10244,861,29,Q4,2018,"Q4,2018"
708459633,Existing Customer,38,M,High School,Divorced,$60K - $80K,Silver,26,4,1,3,5815,1698,42,none,2018,"none,2018"
708459633,Existing Customer,38,M,High School,Divorced,$60K - $80K,Silver,38,4,0,3,5815,1131,42,none,2019,"none,2019"
708462258,Existing Customer,51,F,High School,Married,Less than $40K,Silver,50,1,6,2,5189,653,61,none,2019,"none,2019"
708462258,Existing Customer,51,F,High School,Married,Less than $40K,Silver,38,1,1,2,5189,1171,94,none,2018,"none,2018"
708469533,Existing Customer,42,F,College,Married,$40K - $60K,Silver,34,6,3,2,5395,1439,79,none,2018,"none,2018"
708469533,Existing Customer,42,F,College,Married,$40K - $60K,Silver,46,6,3,2,5395,237,62,none,2019,"none,2019"
708472008,Existing Customer,44,F,College,Married,$40K - $60K,Silver,48,2,2,3,6680,306,47,none,2019,"none,2019"
708472008,Existing Customer,44,F,College,Married,$40K - $60K,Silver,36,2,3,3,6680,1839,95,none,2018,"none,2018"
708473133,Attrited Customer,55,F,Graduate,Married,Less than $40K,Blue,57,4,3,3,1677,1134,64,Q2,2019,"Q2,2019"
708473133,Existing Customer,55,F,Graduate,Married,Less than $40K,Blue,45,4,2,3,1677,0,68,none,2018,"none,2018"
708474333,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,29,3,3,1,12294,2517,87,none,2018,"none,2018"
708474333,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,41,3,5,1,12294,231,37,none,2019,"none,2019"
708476808,Existing Customer,54,M,Graduate,Single,$120K +,Platinum,36,6,3,2,33791,1960,31,none,2018,"none,2018"
708476808,Existing Customer,54,M,Graduate,Single,$120K +,Platinum,48,6,3,2,33791,618,45,none,2019,"none,2019"
708478233,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,36,4,2,2,5573,1238,90,none,2018,"none,2018"
708478233,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,48,4,1,2,5573,1023,65,none,2019,"none,2019"
708480333,Existing Customer,64,M,High School,Single,$40K - $60K,Blue,48,5,2,3,2163,385,85,none,2019,"none,2019"
708480333,Existing Customer,64,M,High School,Single,$40K - $60K,Blue,36,5,2,3,2163,932,57,none,2018,"none,2018"
708482658,Existing Customer,41,M,Graduate,Married,$60K - $80K,Silver,31,3,2,2,9959,1946,114,none,2018,"none,2018"
708482658,Existing Customer,41,M,Graduate,Married,$60K - $80K,Silver,43,3,5,2,9959,1284,46,none,2019,"none,2019"
708483708,Existing Customer,51,M,Doctorate,Married,$120K +,Gold,36,5,3,2,28600,0,66,none,2018,"none,2018"
708483708,Existing Customer,51,M,Doctorate,Married,$120K +,Gold,48,5,0,2,28600,527,34,none,2019,"none,2019"
708486033,Existing Customer,55,F,College,Married,$60K - $80K,Gold,36,3,2,3,16547,1521,48,none,2018,"none,2018"
708486033,Existing Customer,55,F,College,Married,$60K - $80K,Gold,48,3,4,3,16547,732,49,none,2019,"none,2019"
708488208,Attrited Customer,57,F,High School,Married,$40K - $60K,Blue,59,5,0,3,2515,464,37,Q4,2019,"Q4,2019"
708488208,Existing Customer,57,F,High School,Married,$40K - $60K,Blue,47,5,3,3,2515,1922,58,none,2018,"none,2018"
708489258,Existing Customer,40,F,Graduate,Married,Less than $40K,Blue,39,5,0,3,1600,338,49,none,2019,"none,2019"
708489258,Existing Customer,40,F,Graduate,Married,Less than $40K,Blue,27,5,3,3,"1438,3",988,72,none,2018,"none,2018"
708491508,Existing Customer,51,M,Graduate,Single,$60K - $80K,Silver,42,3,3,2,13906,1430,68,none,2018,"none,2018"
708491508,Existing Customer,51,M,Graduate,Single,$60K - $80K,Silver,54,3,2,2,13906,1319,79,none,2019,"none,2019"
708492558,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,36,5,3,3,15088,865,21,none,2018,"none,2018"
708492558,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,48,5,6,3,15088,1393,55,none,2019,"none,2019"
708494583,Existing Customer,49,F,Uneducated,Divorced,Less than $40K,Blue,48,4,2,3,1902,328,36,none,2019,"none,2019"
708494583,Existing Customer,49,F,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902,0,53,none,2018,"none,2018"
708496833,Attrited Customer,60,M,High School,Single,Less than $40K,Silver,50,4,4,5,4613,0,78,Q4,2018,"Q4,2018"
708498033,Attrited Customer,44,F,High School,Married,Less than $40K,Blue,36,3,4,6,2279,1837,52,Q3,2018,"Q3,2018"
708499608,Existing Customer,49,M,Post-Graduate,Married,$60K - $80K,Gold,36,6,1,2,15525,1299,78,none,2018,"none,2018"
708499608,Existing Customer,49,M,Post-Graduate,Married,$60K - $80K,Gold,48,6,1,2,15525,757,65,none,2019,"none,2019"
708500883,Existing Customer,48,M,Graduate,Married,$60K - $80K,Gold,40,2,3,2,17812,0,106,none,2018,"none,2018"
708500883,Existing Customer,48,M,Graduate,Married,$60K - $80K,Gold,52,2,5,2,17812,847,63,none,2019,"none,2019"
708501783,Attrited Customer,43,M,Graduate,Single,$120K +,Platinum,36,6,2,4,34516,1477,40,Q2,2018,"Q2,2018"
708502908,Existing Customer,61,M,Graduate,Married,$60K - $80K,Gold,48,5,2,3,26218,0,88,none,2018,"none,2018"
708502908,Existing Customer,61,M,Graduate,Married,$60K - $80K,Gold,60,5,3,3,26218,1427,45,none,2019,"none,2019"
708504783,Existing Customer,47,M,Graduate,Married,$40K - $60K,Silver,36,3,3,3,10960,1333,62,none,2018,"none,2018"
708504783,Existing Customer,47,M,Graduate,Married,$40K - $60K,Silver,48,3,4,3,10960,237,34,none,2019,"none,2019"
708506508,Existing Customer,54,M,High School,Married,Less than $40K,Blue,55,5,0,2,2884,1411,66,none,2019,"none,2019"
708506508,Existing Customer,54,M,High School,Married,Less than $40K,Blue,43,5,3,2,2884,1144,90,none,2018,"none,2018"
708507483,Existing Customer,43,F,College,Divorced,Less than $40K,Blue,43,6,5,3,1477,298,82,none,2019,"none,2019"
708507483,Existing Customer,43,F,College,Divorced,Less than $40K,Blue,31,6,4,3,1477,0,82,none,2018,"none,2018"
708508758,Attrited Customer,62,F,Graduate,Married,Less than $40K,Blue,49,2,3,3,"1438,3",0,16,Q3,2018,"Q3,2018"
708510858,Attrited Customer,60,F,Graduate,Single,Less than $40K,Silver,59,1,3,2,4905,1178,47,Q1,2019,"Q1,2019"
708510858,Existing Customer,60,F,Graduate,Single,Less than $40K,Silver,47,1,3,2,4905,2413,109,none,2018,"none,2018"
708511983,Existing Customer,37,M,Graduate,Married,Less than $40K,Blue,30,5,1,2,1663,1206,66,none,2019,"none,2019"
708511983,Existing Customer,37,M,Graduate,Married,Less than $40K,Blue,18,5,3,2,1663,0,82,none,2018,"none,2018"
708513183,Existing Customer,39,M,High School,Married,$40K - $60K,Blue,29,4,2,2,4323,1267,58,none,2018,"none,2018"
708513183,Attrited Customer,39,M,High School,Married,$40K - $60K,Blue,41,4,0,2,4323,1405,62,Q2,2019,"Q2,2019"
708514383,Existing Customer,38,F,College,Married,$40K - $60K,Blue,29,2,1,0,3809,1172,81,none,2018,"none,2018"
708514383,Existing Customer,38,F,College,Married,$40K - $60K,Blue,41,2,2,0,3809,658,35,none,2019,"none,2019"
708515358,Existing Customer,40,F,High School,Married,Less than $40K,Silver,48,6,3,2,4712,1081,47,none,2019,"none,2019"
708515358,Existing Customer,40,F,High School,Married,Less than $40K,Silver,36,6,3,2,4712,0,82,none,2018,"none,2018"
708516558,Existing Customer,37,F,High School,Married,$40K - $60K,Blue,36,3,2,1,2588,1782,83,none,2018,"none,2018"
708516558,Existing Customer,37,F,High School,Married,$40K - $60K,Blue,48,3,4,1,2588,1471,43,none,2019,"none,2019"
708519108,Attrited Customer,46,F,College,Married,$40K - $60K,Blue,24,3,3,2,2694,1576,57,Q3,2018,"Q3,2018"
708522033,Existing Customer,50,M,College,Married,$60K - $80K,Silver,36,2,2,1,12299,1664,90,none,2018,"none,2018"
708522033,Existing Customer,50,M,College,Married,$60K - $80K,Silver,48,2,2,1,12299,762,71,none,2019,"none,2019"
708525108,Existing Customer,54,F,High School,Married,$40K - $60K,Blue,47,4,3,3,2156,1134,77,none,2018,"none,2018"
708525108,Existing Customer,54,F,High School,Married,$40K - $60K,Blue,59,4,0,3,2156,1314,39,none,2019,"none,2019"
708528483,Attrited Customer,43,F,Graduate,Divorced,$40K - $60K,Blue,35,6,4,2,3187,447,87,Q3,2019,"Q3,2019"
708528483,Existing Customer,43,F,Graduate,Divorced,$40K - $60K,Blue,23,6,3,2,3187,2430,33,none,2018,"none,2018"
708532308,Existing Customer,37,M,Graduate,Single,$60K - $80K,Silver,36,4,2,2,11419,2517,70,none,2018,"none,2018"
708532308,Attrited Customer,37,M,Graduate,Single,$60K - $80K,Silver,48,4,0,2,11419,763,59,Q2,2019,"Q2,2019"
708534033,Existing Customer,45,F,Graduate,Single,$40K - $60K,Silver,36,5,2,2,6274,883,82,none,2018,"none,2018"
708534033,Existing Customer,45,F,Graduate,Single,$40K - $60K,Silver,48,5,4,2,6274,1187,84,none,2019,"none,2019"
708535158,Existing Customer,39,M,College,Married,$60K - $80K,Silver,29,1,1,3,9959,1501,86,none,2018,"none,2018"
708535158,Existing Customer,39,M,College,Married,$60K - $80K,Silver,41,1,5,3,9959,1051,57,none,2019,"none,2019"
708536283,Attrited Customer,55,M,High School,Single,Less than $40K,Blue,27,3,2,2,2904,2517,46,Q1,2018,"Q1,2018"
708538608,Existing Customer,50,F,College,Married,Less than $40K,Blue,48,6,6,3,3862,739,46,none,2019,"none,2019"
708538608,Existing Customer,50,F,College,Married,Less than $40K,Blue,36,6,4,3,3862,0,81,none,2018,"none,2018"
708539583,Existing Customer,44,F,College,Married,$80K - $120K,Gold,25,6,1,3,19897,2232,63,none,2018,"none,2018"
708539583,Attrited Customer,44,F,College,Married,$80K - $120K,Gold,37,6,6,3,19897,594,41,Q3,2019,"Q3,2019"
708542283,Existing Customer,58,F,College,Married,$40K - $60K,Blue,59,5,4,4,2495,329,66,none,2019,"none,2019"
708542283,Existing Customer,58,F,College,Married,$40K - $60K,Blue,47,5,3,4,2495,2061,70,none,2018,"none,2018"
708543258,Existing Customer,36,M,High School,Married,$40K - $60K,Blue,48,5,2,2,2607,428,45,none,2019,"none,2019"
708543258,Existing Customer,36,M,High School,Married,$40K - $60K,Blue,36,5,3,2,2607,1880,39,none,2018,"none,2018"
708545058,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,48,5,4,3,2000,1096,59,none,2019,"none,2019"
708545058,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,36,5,4,3,"1438,3",986,81,none,2018,"none,2018"
708549033,Existing Customer,50,F,High School,Married,$40K - $60K,Blue,32,4,1,3,2055,1276,70,none,2018,"none,2018"
708549033,Existing Customer,50,F,High School,Married,$40K - $60K,Blue,44,4,5,3,2055,522,34,none,2019,"none,2019"
708551508,Existing Customer,51,F,College,Single,$40K - $60K,Blue,37,4,4,2,3264,2508,78,none,2018,"none,2018"
708551508,Existing Customer,51,F,College,Single,$40K - $60K,Blue,49,4,1,2,3264,1321,48,none,2019,"none,2019"
708553008,Existing Customer,38,F,High School,Single,$40K - $60K,Blue,36,1,2,3,2148,1103,64,none,2018,"none,2018"
708553008,Existing Customer,38,F,High School,Single,$40K - $60K,Blue,48,1,1,3,2148,1054,33,none,2019,"none,2019"
708555633,Existing Customer,32,F,High School,Single,$40K - $60K,Blue,28,2,5,1,3548,433,41,none,2019,"none,2019"
708555633,Existing Customer,32,F,High School,Single,$40K - $60K,Blue,16,2,3,1,3548,2517,97,none,2018,"none,2018"
708557358,Existing Customer,43,M,College,Married,$60K - $80K,Gold,28,4,2,3,22157,1355,55,none,2018,"none,2018"
708557358,Existing Customer,43,M,College,Married,$60K - $80K,Gold,40,4,3,3,22157,748,39,none,2019,"none,2019"
708558408,Existing Customer,50,M,High School,Single,$40K - $60K,Silver,31,5,3,3,9949,1597,83,none,2018,"none,2018"
708558408,Existing Customer,50,M,High School,Single,$40K - $60K,Silver,43,5,4,3,9949,598,86,none,2019,"none,2019"
708559533,Existing Customer,40,M,Uneducated,Married,Less than $40K,Blue,48,6,5,2,1770,502,41,none,2019,"none,2019"
